".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"Richness","-1","-2",16,16,1.92425020930504,0.0543232283429725,0.271616141714863,"ns"
"Richness","-1","-3",16,16,3.3544361756804,0.000795268968351854,0.00715742071516668,"**"
"Richness","-1","-4",16,16,5.79875400912193,6.68094486518926e-09,9.35332281126497e-08,"****"
"Richness","-1","-5",16,16,5.4477083628298,5.10229273215977e-08,6.6329805518077e-07,"****"
"Richness","-1","-6",16,16,6.17580303662089,6.58280120330793e-10,9.87420180496189e-09,"****"
"Richness","-2","-3",16,16,1.43018596637536,0.152663652127863,0.610654608511451,"ns"
"Richness","-2","-4",16,16,3.8745037998169,0.000106842176343356,0.00117526393977691,"**"
"Richness","-2","-5",16,16,3.52345815352476,0.000425954353776672,0.00425954353776672,"**"
"Richness","-2","-6",16,16,4.25155282731586,2.12293419467928e-05,0.000254752103361514,"***"
"Richness","-3","-4",16,16,2.44431783344153,0.0145126350533703,0.101588445373592,"ns"
"Richness","-3","-5",16,16,2.0932721871494,0.0363248639619015,0.217949183771409,"ns"
"Richness","-3","-6",16,16,2.82136686094049,0.00478194823626115,0.0382555858900892,"*"
"Richness","-4","-5",16,16,-0.351045646292135,0.725554104016981,1,"ns"
"Richness","-4","-6",16,16,0.37704902749896,0.706137170408931,1,"ns"
"Richness","-5","-6",16,16,0.728094673791095,0.466555634042883,1,"ns"
