Feature ID	Taxon	Consensus
1aa7bd37352b0776f728cc48b56a5424	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	1.0
1aa82211b5eea6d7313a7403a5e85a80	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaeraceae;s__uncultured_archaeon	1.0
1aabf08819b417765a2497c11d0f6897	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella_morhuae	0.667
1ab5d919700977390875818604b0ae66	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9
1abbfbaaa2e0d0d6590fca8aeec7b548	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter	1.0
1ac4e08422bcab04bc6c35e6646ef0a2	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__uncultured_bacterium	0.9
1ac51d270d389a8ed10b910de4c8c718	Unassigned	1.0
1acd00af094bb59cdb30c5519ca6a250	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	1.0
1acde9845f10fb033d0cdf893c523263	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1adba9f0d115e277189db9d9160b0cab	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.9
1adc39cb16eaaca5ef700159e112ef5d	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__uncultured_bacterium	1.0
1ade5189b355151e4184de4430fb0e3a	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria	1.0
1aef9c70f23bd139adb76f56ee4d5f5d	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Moellerella;s__Providencia_sp.	1.0
1af5f0b0b93a23ff44c55457c3c0ecad	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__ADurb.Bin120	0.667
1af6382ebebb73e54b2d473c66984a70	Unassigned	1.0
1aff8bcfbcd905949d5fa13824719085	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_sp.	0.6
1b05bdb97d38f9d48326cbf72849092f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria_monocytogenes	0.9
1b0991ba8e5d01a1075a5affc630909b	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	0.9
1b0b3790b36f91eaf3ec72a71f84c9c4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella	1.0
1b12059cb59d97947fb2dc7e37a9edfc	Unassigned	1.0
1b15f504c275971b2453ace48a798f01	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	1.0
1b1aa11151b3177c7c55512e68572c23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella	1.0
1b1da45c5145a737fde1a0ecce15a850	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group;s__uncultured_bacterium	1.0
1b23bd51ff8c5c18a96f44cfddf7a1d9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Moellerella;s__Providencia_sp.	1.0
1b268db40148c7b47eeec3037dd89d40	Unassigned	1.0
1b2cfbc9c78d8d55ac41075615760c94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	0.9
1b32e33b3004959ab5a0770d393bef13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	1.0
1b351c97fda2bb64aee2dfde79f4e2c7	Unassigned	1.0
1b359c6c7e4124812a50adcc5652dde2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1b46f31a056c20459d92a79c3b213919	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	0.8
1b5214ecca533078017ed317c5f0558a	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	0.9
1b5576ee8c60e760f406e5a1ff66bb54	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Imtechella;s__Imtechella_halotolerans	1.0
1b5752adb6bd76b35ba655266da68b92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__uncultured_bacterium	1.0
1b596ecde3cecca7c3c4834298d5d056	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas	0.7
1b5ac3958456ec7f42fcdd55c5af980b	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1b5ae249fe556769e95f33b7558cb472	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__uncultured_bacterium	0.6
1b5c584edf8d872f75cebdda98c89a20	Unassigned	1.0
1b5eea4de683035d315473125f363fe8	Unassigned	1.0
1b63dc14e95babd8d2e09d7f374a75be	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	1.0
1b6faa8f3a337609d29774f404a5934f	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacteraceae;s__uncultured_bacterium	1.0
1b7064595f3488d470b5f9043d0397bb	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter	0.9
1b757000cba4b3a147a34b91fbc7320e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia	0.7
1b760455711ef278eb76715667f36736	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__JG30-KF-CM66;f__JG30-KF-CM66;g__JG30-KF-CM66;s__uncultured_bacterium	1.0
1b79db0a2236654b8cf7e1f79d802301	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella	1.0
1b7d070a7fa70b3f17238e35c658a04c	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	0.9
1b8dfc173e2d627a70dd932bee124739	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.9
1b9c54160439cee2c0b9d97a62a197b3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1ba970e2323905179a6341e31af5fab4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella	1.0
1ba9ec01db8e299a3dedc5d1faa58a63	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__zeta_proteobacterium	1.0
1bab7d13e8b7b57e140ae6d017167c3d	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	0.8
1baf644aeaf25b75092f74e04655356d	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	1.0
1bb2a668b66730d84f891ed8a935e1b7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	1.0
1bc5e87499214438d1abb5a44d653187	Unassigned	1.0
1bc80e9612048d4a165363367e3e4133	Unassigned	1.0
1bc9da6ccf22084d4d76ee3507edc122	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio	1.0
1bdb4a8ffa6d1d99f514293884f491b5	Unassigned	1.0
1be0f3942fa8df81c0d4ea71ce3af199	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__uncultured;s__uncultured_bacterium	1.0
1beb13978d0ecaca83f109e0c6df7ca5	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.9
1bf255138616498ddfe60beb6f9499f9	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__uncultured_organism	0.6
1bff0d7a25aad9bb2ced9c846a488f6d	Unassigned	1.0
1c077f85b3749d39e6d471a4a5c95450	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	0.9
1c1345069bd37ef56f5a6e95b7fc4f82	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	1.0
1c312f9a813947fdd7e424d103659ae7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter	1.0
1c36c60b7c96037527cd1349454d1f08	Unassigned	1.0
1c445b04aa846424ef2575930b6ffd5b	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae	1.0
1c4dade06c44d43c1c154004db438eeb	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Moellerella;s__Providencia_sp.	1.0
1c4e8330104817619720ea7508242e16	Unassigned	1.0
1c556a176f36188453467cedc0a8e8e8	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1c5d30957614ca89c8ba0cc11cc6c2bc	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast;s__uncultured_bacterium	0.6
1c5e8dd211c479792cbeee780de23e2a	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae	1.0
1c63e503f9f1bb294e1ed4dfd88d1723	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__uncultured_bacterium	0.7
1c64aeb9c337a051ae9e66aaf12c5e6a	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia	0.8
1c6954432794b5af20f0687853fdc189	Unassigned	1.0
1c6e3551fbb6c73cc9012b07fb6be027	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio_sp.	1.0
1c717b4f95ff226693d8e4f123c0a7f3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__uncultured_bacterium	0.7
1c83e6dc2e43d7e7981422c22698da95	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1c868bf0dd0f52b6a32a9c6243199b7a	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1c8cd05cfec91861f6cc7aa8191df927	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__[Eubacterium]_siraeum_group	0.7
1c9ed7dabc87ef64346b891a2c61ea45	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Moellerella;s__Providencia_sp.	1.0
1cb61859d02cf5229535acc5a09cde4b	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	1.0
1cb9c29163dd81c2866a816d8079b33c	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1cbbf203b4e06a335963b8b05dd0c6d7	Unassigned	1.0
1cc0ca9bc5cf8685b646a87ba876af71	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	1.0
1cd991de2b2da475bf646fca25f91b2b	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Rheinheimera;s__uncultured_bacterium	0.7
1cdc9d4af16f09419d6680f67e2bc851	Unassigned	1.0
1ce16045954a18f2a61756d0f56090a1	Unassigned	1.0
1ce3b10d6a00938766e264f1223240de	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Moellerella;s__Providencia_sp.	1.0
1d01da82390d68ce4a307ce8738e6fb1	Unassigned	1.0
1d02df6c9dcc7d6221811005d0c84775	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__uncultured_bacterium	0.7
1d1676603233103affe9902ff86309ff	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1d266ab56bae4ea987d27d13e7a4f5fd	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella	1.0
1d2d08b3760d22b00ee3af64c98b86e9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	1.0
1d30d1db541dea1cebe1b7332f3f4717	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	0.6
1d335155ba326f374e55793c75d49e70	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	1.0
1d3cfdc9f177648f2fca0abd74d93387	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella_denitrificans	1.0
1d447447667106726761639abbdfbf51	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1d4511b12422b066eb9b59c8291a4a4c	Unassigned	1.0
1d5f95b1becbed8a5a44e4e0c8695d5c	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__uncultured_organism	0.9
1d688227c38a0212f81f0c12df93c64c	Unassigned	1.0
1d6ff42b7e0106e07f98fe15ace0695f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__uncultured_bacterium	1.0
1d75c2e6d8de713a65167cb0dc82fc32	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	0.8
1d7d7d224e312901550141e35b3d3c0b	Unassigned	1.0
1d7e9290294dc3df8e37143eace4698f	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256;s__uncultured_bacterium	1.0
1d9106eec9bc5c93b0de7c3491674487	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__uncultured_bacterium	0.6
1d954ec4db18c11dca35756c4812d1c8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Moellerella;s__Providencia_sp.	1.0
1d9db7bf8f091b95acde9144fb366669	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__uncultured;s__uncultured_bacterium	0.857
1da38c31f64a6e76444189b5dff05230	Unassigned	1.0
1da6b3773e16cd470b1aaec9419703d8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella_morhuae	0.667
1dad90456d9a8e1c9e02a5046da8509e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	0.9
1db68b37900354fbccaf750efac72a62	d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Nomurabacteria;f__Candidatus_Nomurabacteria;g__Candidatus_Nomurabacteria;s__uncultured_Parcubacteria	1.0
1db74e4263b3908198edfb147a425a49	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas;s__uncultured_bacterium	0.667
1db93ce59b1fb9b9e4bf76f1b926102e	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__uncultured_bacterium	0.6
1dc705c8e6aa554a8f73465d27757472	Unassigned	1.0
1dc9635ae0dc637f299609a432a384eb	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella_morhuae	0.667
1dc9f74572a48e7383ca48116ef559f1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	0.9
1dcb14ae116fdd97b44003067b8724bc	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__uncultured_bacterium	1.0
1dccba3a5bce809108b9bd5d5b2a63a8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	1.0
1dd89092173153747babf49770c71901	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsaceae;g__uncultured;s__uncultured_bacterium	1.0
1ddaee2df2cd2d693e5f5d6336870dd3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter	0.889
1ddefcf64c8c157e69a1ad81ff158cfe	Unassigned	1.0
1de51066bd665d82d29b35d1aefa7054	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	1.0
1dfc7a49948fd84bfc50f6e2151d3366	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter	0.8
1e0407d69e5bbba3f7c53767368167c0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1e0c984ac09fd03619e41bae7ad9d7e1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	0.8
1e0d98d88d623241ca2bc235209ed795	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	1.0
1e0f3cfbdbaa32f71ed7d63a6359a16b	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Moellerella;s__Providencia_sp.	1.0
1e179b3a9bafbc08649cfa847fe9ed17	Unassigned	1.0
1e195f44baa30b741b380fdee9d7e84c	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__uncultured_bacterium	0.6
1e1cd077378099eec62e29f32431450b	Unassigned	1.0
1e3165ca4e076d3106a12e4bc905d6af	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	0.8
1e3291dd34e818122a49678076811458	Unassigned	1.0
1e3c2cccc2633459571a609db5a4d0b7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Tepidimonas	0.714
1e3ca28c8913bb7209834994525ede50	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__uncultured_bacterium	1.0
1e3e0ffee4533a89d1148db2ce55466b	Unassigned	1.0
1e461305ba1bbb3d8e97d7a2b373a697	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium	1.0
1e4ff14b0b9694db41bccbe0f09f43e1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	0.8
1e5d492ae905c42b406b30ac5c350f83	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Nitrincola;s__Nitrincola_sp.	1.0
1e7494ab14111566e1ab9eafa6fe9c46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella	1.0
1e92f2a83f77b6e1d4b1579ff2146304	Unassigned	1.0
1e957af3b648c4be915da3904ff73d35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	1.0
1e977c2ef82395061770dea081e61c7b	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Allobacillus;s__Allobacillus_halotolerans	1.0
1eac2b3b34aadcb4896d0172ac919f7c	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__uncultured_organism	0.9
1eb04fd4503a1b9986601c0b562a9d0b	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__uncultured_organism	0.6
1eb40cbe3594ca2ab19afeed0de9997e	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__uncultured_bacterium	0.8
1ec2a63c4d4f6c1f48791c3b18d17a63	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Imtechella;s__Imtechella_halotolerans	1.0
1ee96eb7c47e259a5579dbc673bb3704	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__uncultured_bacterium	0.6
1ef07a90bc6d47633e478144621c2f34	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__uncultured_bacterium	1.0
1ef6623518cacb54a0377984cc348c73	Unassigned	1.0
1ef8a77ddcd49cd3f5db66c3e031d6eb	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	1.0
1efe58b2b561489668530ae4c0a7f59b	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia	1.0
1f01b163f659cafe96f7c180911ac5db	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1.0
1f0b52e5fcbe52d42247da7abdffe44e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	0.9
1f0b98f99bf8bc79d1fae146854e04b3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia	0.9
1f19f208d0d81bd9ec71c3f456b4413e	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium	1.0
1f2d71bc304417f75f00b06bbfafb0c5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__uncultured_bacterium	0.7
1f2e9c77750832794478e90015696489	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__uncultured_Microvirga	1.0
1f385e076f8ce6f51dd3605c0795d759	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium	0.9
1f3def436e6647f8d5f6ee830965882d	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_torques_group;s__uncultured_bacterium	0.75
1f450081a85677fa54427483e4d9622c	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas	0.9
1f475ba8a56bba84d887b374973681f1	Unassigned	1.0
1f4dd40465030ec34c9f36d30bc69ede	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae	1.0
1f51fc12c6755c06eb248fdae0df29c7	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	1.0
1f57d00546afed566a377dd7be0c8ef2	Unassigned	1.0
1f5b8a490d3e05500cdbcffc9b1fc292	Unassigned	1.0
1f5fe2382f6bdd062ec7c80129587072	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Lawsonella;s__uncultured_bacterium	0.9
1f64d26142e1b77427e353ea381157c5	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__uncultured_bacterium	0.7
1f67852da63abb5d63ff5157ac3686bd	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__JGI_0001001-H03	0.7
1f701d68e95346e427d1e6231336b6ca	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas_hydrophila	1.0
1f7759ddf1ee4c64a3f6be7400dd0637	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__uncultured_bacterium	0.667
1f77d307d8ec7b899279680e59d45c15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio	1.0
1f7b904efa2b42ca8800f64086171344	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella	1.0
1f851a0fbf6198b8d6fbebfb8cc2579a	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia	1.0
1f94d691a7479e91817d2c2e52e02feb	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium	1.0
